wo_id,asset_id,asset_name,type,priority,status,opened_at,due_date,closed_at,labor_hours,downtime_hours,cost_parts,cost_labor_int,cost_labor_ext,cost_services,cost_misc,cost_total,cost_planned,currency,work_center,cost_center,technician,short_text,criticality
4006562610,10048851,COMPRESOR DE TORNILLO MORRIS GEA,PM,Baja,Abierta,2025-09-13T21:00:00,2025-09-15,2025-09-16T00:00:00,3.0767016879558464,0.5188583603864491,14227.9,40152.2,1002.11,5010.54,1688.44,61079.081832852025,0.0,COP,PM003001,170600028,SEBASTIAN,PVI-COMPRESOR MORRIS GEA-ELE-3M,C
4006775907,10048851,COMPRESOR DE TORNILLO MORRIS GEA,PM,Baja,Abierta,2025-09-13T16:00:00,2025-09-13,2025-09-16T00:00:00,3.420281789093601,0.315929051830793,60978.74,21199.43,481.41,2407.05,343.07,84928.29418717054,0.0,COP,PM003001,170600028,SEBASTIAN,PVI-COMPRESOR MORRIS GEA-MEC-1S,C
4006715248,10047605,VAL SEG OIL POT INTERCOOLER SIST FRICK,PM,Baja,Abierta,2025-09-14T11:00:00,2025-09-16,2025-09-16T00:00:00,1.8126655660419704,0.772012432110988,26341.31,19951.57,2786.7,13933.52,449.99,60676.38652543508,0.0,COP,PM003001,170600028,ESTEBAN,PVI_VAL_OIL_POT_INTERCOOLER_FRICK,C
4006715246,10047603,VAL SEG OIL POT RECIRCULADOR SIST FRICK,PM,Baja,Abierta,2025-09-15T14:00:00,2025-09-15,2025-09-16T00:00:00,2.052887527576913,0.6616612631677611,111050.89,48864.46,697.23,3486.14,4827.28,168228.76322219425,0.0,COP,PM003001,170600028,ESTEBAN,PVI_VAL_OIL_POT_RECIRCULADOR FRICK,C
4006715245,10047604,VAL SEG TANQUE SALMUERA STARFROST,PM,Baja,Abierta,2025-09-13T12:00:00,2025-09-15,2025-09-16T00:00:00,2.1773003876455976,0.37365772887371,94125.29,60148.6,5144.27,25721.37,6147.64,186142.90535990128,0.0,COP,PM003001,170600028,ESTEBAN,PVI_VAL_SEG_TANQUE_SALMUERA_STARFROST,C
4006715264,10048994,TORRE CONDENSADORA 1,PM,Baja,Abierta,2025-09-14T16:00:00,2025-09-16,2025-09-16T00:00:00,2.5027531723985184,0.0944666680615152,79781.5,25726.23,4534.84,22674.18,544.18,128726.09136640564,0.0,COP,PM003001,170600028,ESTEBAN,PVI_TORRE CONDENSADORA 1,C
4006786750,10048991,TORRE CONDENSADORA MORRIS,PM,Baja,Abierta,2025-09-15T12:00:00,2025-09-17,2025-09-17T00:00:00,3.8997742267234368,0.746789611349026,78795.53,20866.65,2784.22,13921.1,14.94,113598.21939040988,0.0,COP,PM003001,170600038,ESTEBAN,PVI_TORRE CONDENSADORA MORRIS_DIARIO,C
4006742682,10048856,COMPRESOR DE TORNILLO 5 GEA,PM,Baja,Cerrada,2025-09-15T21:00:00,2025-09-16,2025-09-17T00:00:00,2.59452094463994,0.2624605159228647,101352.58,11307.93,4451.26,22256.32,15988.41,150905.247404446,0.0,COP,PM003001,170600028,ESTEBAN,PVI-COMPRESOR GEA 5-MEC-1S,C
4006386464,10047552,OIL POT RECIRCULADOR IQF SCANICO,PM,Baja,Cerrada,2025-09-16T11:00:00,2025-09-17,2025-09-17T00:00:00,3.1218374459606104,0.9368131505337792,32436.46,134862.73,7158.24,35791.19,21910.6,225000.9884469217,0.0,COP,PM003001,170600028,JOSE,MTTO BASADO EN CONDICIÓN_MENSUAL,C
4006709094,10048852,COMPRESOR FRICK DE ALTA 1,PM,Baja,Cerrada,2025-09-15T06:00:00,2025-09-17,2025-09-18T00:00:00,4.799228297786065,0.2409705750056847,81352.55,101713.74,5160.19,25800.95,11359.08,220226.3253644412,0.0,COP,PM003001,170600028,JOSE,PVI-COMPRESOR FRICK DE ALTA 1-MEC-1M,C
4006775905,10048852,COMPRESOR FRICK DE ALTA 1,PM,Baja,Cerrada,2025-09-15T16:00:00,2025-09-15,2025-09-18T00:00:00,3.143736028938574,0.122757932411486,23968.85,2435.37,6086.65,30433.26,1857.53,58695.01240255839,0.0,COP,PM003001,170600028,JOSE,PVI-COMPRESOR FRICK DE ALTA 1-MEC-1S,C
4006715247,10047602,VAL SEG RECIBIDOR LIQUIDO TÚNELES,PM,Baja,Cerrada,2025-09-16T02:00:00,2025-09-18,2025-09-18T00:00:00,4.237515568467087,0.8311126721249061,44933.69,35358.79,290.71,1453.55,4553.65,86299.68191930481,0.0,COP,PM003001,170600028,JUAN,PVI_VAL_RECIBIDOR_LIQUIDO_TUNELES,C
4006709097,10048860,COMPRESOR FRICK DE ALTA 2,PM,Baja,Cerrada,2025-09-16T19:00:00,2025-09-17,2025-09-18T00:00:00,2.5663823199901232,0.153284316624494,58044.78,36794.05,464.06,2320.31,189.84,97348.9742208792,0.0,COP,PM003001,170600028,JUAN,PVI-COMPRESOR FRICK DE ALTA 2-MEC-1M,C
4006775910,10048860,COMPRESOR FRICK DE ALTA 2,PM,Baja,Cerrada,2025-09-15T13:00:00,2025-09-16,2025-09-18T00:00:00,3.29456244213237,0.1792683081577391,35145.27,30538.69,6821.01,34105.05,88.51,99877.51516644238,0.0,COP,PM003001,170600028,JUAN,PVI-COMPRESOR FRICK DE ALTA 2-MEC-1S,C
4006742700,10048855,COMPRESOR DE TORNILLO 6 GEA,PM,Baja,Cerrada,2025-09-16T09:00:00,2025-09-17,2025-09-18T00:00:00,2.549977945089419,0.5993827915208435,112095.25,32975.17,3831.84,19159.19,16.92,164246.53034855454,0.0,COP,PM003001,170600028,JUAN,PVI-COMPRESOR GEA 6-MEC-1S,C
4006739147,10048873,SISTEMA DE ENFRIAMIENTO SCAMBRINE,PM,Baja,Cerrada,2025-09-16T16:00:00,2025-09-17,2025-09-18T00:00:00,3.1609669240994376,0.8745620408374645,62620.58,19919.22,2568.59,12842.95,37869.74,133252.48514063846,0.0,COP,PM003001,170600027,MATEO,PVD_SISTEMA DE ENFRIAMIENTO SCAMBRINE,C
4006739146,10048873,SISTEMA DE ENFRIAMIENTO SCAMBRINE,PM,Baja,Cerrada,2025-09-17T16:00:00,2025-09-17,2025-09-19T00:00:00,4.340308137457395,0.1964346657145732,11825.55,26556.51,4264.89,21324.47,144.3,59850.8239855188,0.0,COP,PM003001,170600027,MATEO,PVI_SISTEMA DE ENFRIAMIENTO SCAMBRINE,C
4006775946,10047543,RECIBIDOR LIQUIDO SIST FRICK,PM,Baja,Cerrada,2025-09-18T07:00:00,2025-09-18,2025-09-19T00:00:00,1.772679576807651,0.3103236729000947,14280.55,95242.01,2980.32,14901.59,298.68,124722.82769191432,0.0,COP,PM003001,170600028,MATEO,PVI-TANQUE RECIBIDOR FRICK-MEC-7D,C
4006739113,10047541,RECIRCULADOR 2 IQF SCANICO,PM,Baja,Cerrada,2025-09-18T17:00:00,2025-09-18,2025-09-19T00:00:00,3.934423643545857,0.7774048382411776,46244.43,77681.57,4453.16,22265.82,8558.77,154750.58974352744,0.0,COP,PM003001,170600028,PABLO,PVI_RECIRCULADOR 2 IQF SCANICO,C
4006775911,10047540,RECIRCULADOR IQF STARFROST,PM,Baja,Cerrada,2025-09-17T08:00:00,2025-09-17,2025-09-19T00:00:00,3.737735602332278,0.9718264260609674,51770.74,10749.6,1074.24,5371.19,2442.85,70334.38058074319,0.0,COP,PM003001,170600038,PABLO,PVI-RECIRCULADOR FRICK-MEC-1S,C
4006775956,10047540,RECIRCULADOR IQF STARFROST,PM,Baja,Cerrada,2025-09-16T08:00:00,2025-09-17,2025-09-19T00:00:00,2.9058500443032056,0.5007411862023423,130797.48,62601.24,3609.0,18045.01,5247.98,216691.710757712,0.0,COP,PM003001,170600038,PABLO,PVI-RECIRCULADOR FRICK-MEC-7D,C
4006775877,10048861,COMPRESOR DE TORNILLO 1 GEA,PM,Baja,Cerrada,2025-09-18T19:00:00,2025-09-20,2025-09-19T00:00:00,2.053942145611545,0.1438975025512507,20531.2,31312.3,1583.92,7919.62,629.26,60392.37329302085,0.0,COP,PM003001,170600028,PABLO,PVL_PVI_COMPRESOR DE TORNILLO 1 GEA,C
4006742711,10047732,TANQUE SEPARADOR DE LIQUIDO RECIRCULADOR,PM,Baja,Cerrada,2025-09-17T11:00:00,2025-09-18,2025-09-20T00:00:00,3.572129507713869,0.0139362877082015,117538.65,79400.03,1547.37,7736.85,30292.85,234968.37380361243,0.0,COP,PM003001,170600028,PABLO,QPM_DCs,C
4006742708,10047737,RECIRCULADOR TUNELES,PM,Baja,Cerrada,2025-09-17T13:00:00,2025-09-18,2025-09-20T00:00:00,2.9705072909361974,0.2296560299988552,24538.04,6932.72,6564.82,32824.11,5527.76,69822.6283159751,0.0,COP,PM003001,170600028,PABLO,QPM_DCs,C
4006742706,10047540,RECIRCULADOR IQF STARFROST,PM,Baja,Cerrada,2025-09-19T04:00:00,2025-09-21,2025-09-20T00:00:00,3.732676211354704,0.131822217786521,152804.85,41759.52,4817.78,24088.9,61.72,218714.99031955056,0.0,COP,PM003001,170600038,PABLO,QPM_DCs,C
4006742705,10047578,TANQUE ECONOMIZER,PM,Baja,Cerrada,2025-09-18T03:00:00,2025-09-19,2025-09-20T00:00:00,3.521852145523443,0.6776586736128575,110583.59,113623.6,1065.41,5327.07,996.38,230530.6287855234,0.0,COP,PM003001,170600028,PABLO,QPM_DCs,C
4006742702,10047738,TANQUE RECIRCULADO DE BAJA IQF SCANICO,PM,Baja,Cerrada,2025-09-19T12:00:00,2025-09-19,2025-09-20T00:00:00,5.101778891320915,0.1218325046285311,192277.53,30045.33,4617.07,23085.33,505.95,245914.13611731853,0.0,COP,PM003001,170600028,PABLO,QPM_DCs,C
4006715263,10048869,COMPRESOR 2 CUARTO WIP,PM,Baja,Cerrada,2025-09-19T18:00:00,2025-09-21,2025-09-22T00:00:00,3.260644372526976,0.506329931620633,115513.06,23486.16,7024.79,35123.93,36282.03,210405.1760547187,0.0,COP,PM003001,170600038,ANDRES,MTTO BASADO EN CONDICIÓN_MENSUAL,C
4006784500,10048869,COMPRESOR 2 CUARTO WIP,PM,Baja,Cerrada,2025-09-19T22:00:00,2025-09-20,2025-09-22T00:00:00,2.476502507378135,0.6942624356428865,158519.8,7306.17,7356.54,36782.68,3286.85,205895.5081542658,0.0,COP,PM003001,170600038,ANDRES,MTTO BASADO EN CONDICIÓN_SEMANAL,C
4006789829,10048991,TORRE CONDENSADORA MORRIS,PM,Baja,Cerrada,2025-09-20T22:00:00,2025-09-21,2025-09-22T00:00:00,3.679275634956316,0.5811166092209024,151227.01,21949.36,1047.61,5238.03,82.25,178496.65519910952,0.0,COP,PM003001,170600038,ESTEBAN,PVI_TORRE CONDENSADORA MORRIS 1S,C
4006789831,10048991,TORRE CONDENSADORA MORRIS,PM,Baja,Cerrada,2025-09-22T19:00:00,2025-09-23,2025-09-23T00:00:00,3.719996683971765,0.1997756516600576,99139.31,90909.56,1070.71,5353.54,10396.87,205799.2709156258,0.0,COP,PM003001,170600038,ESTEBAN,PVI_TORRE CONDENSADORA MORRIS_DIARIO,C
4006789830,10048991,TORRE CONDENSADORA MORRIS,PM,Baja,Cerrada,2025-09-20T03:00:00,2025-09-21,2025-09-23T00:00:00,4.859187575240437,0.8041245261822627,10446.29,52182.97,229.4,1147.01,13134.17,76910.44168262942,0.0,COP,PM003001,170600038,ESTEBAN,PVL_TORRE CONDENSADORA MORRIS 1M,C
4006386465,10047551,OIL POT RECIRCULADOR TUNELES,PM,Baja,Cerrada,2025-09-21T16:00:00,2025-09-21,2025-09-23T00:00:00,4.335111245914579,0.7154071296158017,87439.99,21805.17,3182.97,15914.85,32053.6,157213.60718952748,0.0,COP,PM003001,170600028,JOSE,MTTO BASADO EN CONDICIÓN_MENSUAL,C
4006789825,10053713,INTERCAMBIADOR DE PLACAS LZWII-4ED,PM,Baja,Cerrada,2025-09-20T08:00:00,2025-09-21,2025-09-23T00:00:00,3.856871059149509,0.7389840039155418,73087.89,73145.52,1299.09,6495.45,115.71,152844.5740380829,0.0,COP,PM003001,170600038,MATEO,PVI_INTERCAMBIADOR DE PLACAS LZWII-4ED,C
4006789824,10053713,INTERCAMBIADOR DE PLACAS LZWII-4ED,PM,Baja,Cerrada,2025-09-20T23:00:00,2025-09-22,2025-09-23T00:00:00,4.963302891219562,0.1310577515573132,31095.66,47466.38,22429.38,112146.92,30805.47,221514.4288245115,0.0,COP,PM003001,170600038,MATEO,TERMOGRAFIA_3M,C
4006785532,10048858,COMPRESOR DE TORNILLO 3 GEA,PM,Baja,Cerrada,2025-09-21T16:00:00,2025-09-21,2025-09-24T00:00:00,2.311236945677149,0.1237538036503446,75050.53,40655.29,5226.25,26131.23,722.82,142559.87311870317,0.0,COP,PM003001,170600028,ANDRES,PVI_ COMPRESOR DE TORNILLO 3 GEA,C
4006785558,10049187,COMPRESOR 1 CUARTO WIP,PM,Baja,Cerrada,2025-09-21T18:00:00,2025-09-22,2025-09-24T00:00:00,2.860248467250252,0.9275625510065076,47405.26,70363.03,1705.17,8525.86,723.75,127017.8992200707,0.0,COP,PM003001,170600038,ANDRES,MTTO BASADO EN CONDICIÓN_SEMANAL,C
4006785533,10048857,COMPRESOR DE TORNILLO 4 GEA,PM,Baja,Cerrada,2025-09-23T10:00:00,2025-09-23,2025-09-24T00:00:00,2.573424058594475,0.3975781938249406,124081.83,28236.97,703.02,3515.09,22078.77,177912.654247422,0.0,COP,PM003001,170600028,ANDRES,PVI_ COMPRESOR DE TORNILLO 4 GEA,C
4006785530,10048851,COMPRESOR DE TORNILLO MORRIS GEA,PM,Baja,Cerrada,2025-09-22T22:00:00,2025-09-23,2025-09-24T00:00:00,3.110190196844232,0.3009486917809397,39968.43,55670.82,266.28,1331.39,6322.02,103292.6635001692,0.0,COP,PM003001,170600028,SEBASTIAN,PVI_COMPRESOR DE TORNILLO MORRIS GEA,C
4006785534,10048856,COMPRESOR DE TORNILLO 5 GEA,PM,Baja,Abierta,2025-09-23T14:00:00,2025-09-24,2025-09-25T00:00:00,2.123313852443691,0.4885840453515333,19239.26,23194.87,1392.32,6961.61,28557.94,77953.68219079137,0.0,COP,PM003001,170600028,ESTEBAN,PVI_ COMPRESOR DE TORNILLO 5 GEA,C
4006791832,10048991,TORRE CONDENSADORA MORRIS,PM,Baja,Abierta,2025-09-23T12:00:00,2025-09-25,2025-09-25T00:00:00,4.135150946814404,0.6628642127635824,72077.83,24356.67,9786.19,48930.95,210.0,145575.45480474917,0.0,COP,PM003001,170600038,ESTEBAN,PVI_TORRE CONDENSADORA MORRIS_DIARIO,C
4006785531,10048859,COMPRESOR DE TORNILLO 2 GEA,PM,Baja,Abierta,2025-09-24T20:00:00,2025-09-24,2025-09-25T00:00:00,3.2777773029012267,0.95562325704697,56647.06,56158.98,3895.66,19478.31,1093.53,133377.873718977,0.0,COP,PM003001,170600028,JOSE,PVI_ COMPRESOR DE TORNILLO 2 GEA,C
4006785564,10048859,COMPRESOR DE TORNILLO 2 GEA,PM,Baja,Abierta,2025-09-23T09:00:00,2025-09-23,2025-09-25T00:00:00,2.029193705497342,0.286446226882055,61366.4,2961.44,5889.71,29448.53,2737.62,96513.98810577474,0.0,COP,PM003001,170600028,JOSE,PVL_PVI_COMPRESOR DE TORNILLO 2 GEA,C
4006792529,10048869,COMPRESOR 2 CUARTO WIP,CM,Media,Cerrada,2025-09-26T13:00:00,,2025-09-27T00:00:00,5.892434898363359,7.2721898484001315,277.25,119.42,1.6,8.01,93.94,498.623,498.623,COP,PM003001,170600038,JUAN,Inyección de refrigerante R507 en compre,B
4006392957,10047548,OIL POT INTERCAMBIADOR PLACA AGUA SALMUE,PM,Baja,Cerrada,2025-09-24T19:00:00,2025-09-25,2025-09-27T00:00:00,2.484420918792458,0.9248084293120272,28024.45,82196.18,218.08,1090.4,11967.46,123278.48996524948,0.0,COP,PM003001,170600028,PABLO,MTTO BASADO EN CONDICIÓN_MENSUAL,C
4006392954,10047547,OIL POT TANQUE LIQUIDO SCAN BRINE,PM,Baja,Cerrada,2025-09-24T23:00:00,2025-09-26,2025-09-27T00:00:00,3.8135138474501953,0.0248594913862563,23827.0,83046.73,1103.09,5515.45,3109.93,115499.1128825091,0.0,COP,PM003001,170600028,PABLO,MTTO BASADO EN CONDICIÓN_MENSUAL,C
4006785529,10048861,COMPRESOR DE TORNILLO 1 GEA,PM,Baja,Cerrada,2025-09-24T06:00:00,2025-09-26,2025-09-27T00:00:00,4.338126567894381,0.5551980423268247,62809.91,55150.89,1415.0,7075.01,857.0,125892.8159453858,0.0,COP,PM003001,170600028,PABLO,PVI_COMPRESOR DE TORNILLO 1 GEA,C
4006786598,10048858,COMPRESOR DE TORNILLO 3 GEA,PM,Baja,Cerrada,2025-09-25T19:00:00,2025-09-25,2025-09-28T00:00:00,5.4967308916917865,0.6339751116810851,49657.4,58014.16,15597.85,77989.23,1487.87,187148.66909118908,0.0,COP,PM003001,170600028,ANDRES,PVL_PVI_COMPRESOR DE TORNILLO 3 GEA,C
4006786599,10048857,COMPRESOR DE TORNILLO 4 GEA,PM,Baja,Cerrada,2025-09-26T21:00:00,2025-09-26,2025-09-28T00:00:00,6.41386246600733,0.1058974037507533,31766.4,24835.23,1040.66,5203.28,47570.38,109375.29491425706,0.0,COP,PM003001,170600028,ANDRES,PVL_COMPRESOR DE TORNILLO 4 GEA,C
4006794642,10053714,PURGADOR DE GASES IQF STARFROST,PM,Baja,Cerrada,2025-09-25T03:00:00,2025-09-27,2025-09-28T00:00:00,3.914409433275997,0.1403395970639126,27532.14,73700.64,14849.18,74245.9,64292.91,239771.5853430681,0.0,COP,PM003001,170600028,ANDRES,PVI-PURGADORES DE GASES IQF STARFROST,C
4006794788,10049187,COMPRESOR 1 CUARTO WIP,CM,Media,Cerrada,2025-09-27T18:00:00,,2025-09-29T00:00:00,9.535859827159763,10.412867445312134,8.57,1.07,0.07,0.33,0.18,10.15,10.15,COP,PM003001,170600038,SEBASTIAN,CAMBIO DE CAPACITOR DE ARRANQUE POR DAÑO,B
4006794592,10048991,TORRE CONDENSADORA MORRIS,PM,Baja,Abierta,2025-09-28T00:00:00,2025-09-28,2025-09-29T00:00:00,2.510461879968136,0.4191143193163038,53463.98,41840.3,1557.59,7787.94,43089.87,146182.0856600157,0.0,COP,PM003001,170600038,ESTEBAN,PVI_TORRE CONDENSADORA MORRIS_DIARIO,C
4006392956,10047549,OIL POT TANQUE INTERCOOLER SIST FRICK,PM,Baja,Abierta,2025-09-26T07:00:00,2025-09-28,2025-09-29T00:00:00,1.3679537192686908,0.9662319121431816,42781.23,10505.4,7899.27,39496.33,22889.28,115672.24100093776,0.0,COP,PM003001,170600028,MATEO,MTTO BASADO EN CONDICIÓN_MENSUAL,C
4006794643,10053715,PURGADOR DE GASES IQF SCANICO,PM,Baja,Abierta,2025-09-27T21:00:00,2025-09-27,2025-09-29T00:00:00,3.767711462343836,0.5960425532343728,82652.61,64859.37,1354.55,6772.73,2802.25,157086.95796600063,0.0,COP,PM003001,170600028,PABLO,PVI-PURGADORES DE GASES IQF SCANICO,C
4006802062,10048991,TORRE CONDENSADORA MORRIS,PM,Baja,Abierta,2025-09-28T18:00:00,2025-09-30,2025-09-29T00:00:00,2.687058904689674,0.9330232216002112,169011.89,23714.99,4995.03,24975.14,2010.08,219712.0977547249,0.0,COP,PM003001,170600038,ESTEBAN,PVI_TORRE CONDENSADORA MORRIS_DIARIO,C
4006789828,10048856,COMPRESOR DE TORNILLO 5 GEA,PM,Baja,Abierta,2025-09-27T14:00:00,2025-09-27,2025-09-29T00:00:00,3.084642739820315,0.8043609156129707,88155.74,61221.61,2888.23,14441.14,16698.98,180517.4681120204,0.0,COP,PM003001,170600028,ESTEBAN,PVL_PVI_COMPRESOR DE TORNILLO 5 GEA,C
4006810749,10048991,TORRE CONDENSADORA MORRIS,PM,Baja,Abierta,2025-09-26T15:00:00,2025-09-27,2025-09-29T00:00:00,2.887903200940192,0.4673816015552915,84940.32,61702.22,10555.65,52778.23,11457.59,210878.36558941548,0.0,COP,PM003001,170600038,ESTEBAN,PVI_TORRE CONDENSADORA MORRIS_DIARIO,C
4006737354,10048859,COMPRESOR DE TORNILLO 2 GEA,CM,Media,Cerrada,2025-09-29T10:00:00,,2025-09-30T00:00:00,6.260549042945772,7.237285888064708,274.1,331.34,13.12,65.59,41.96,712.991,712.991,COP,PM003001,170600028,JOSE,CAMBIO FILTRO ENTRADA ACEITE COMP GEA 2,B
4006737355,10048994,TORRE CONDENSADORA 1,CM,Media,Cerrada,2025-09-28T15:00:00,,2025-09-30T00:00:00,7.965479022046115,4.950858831284164,308.95,208.61,15.5,77.52,67.2,662.285,662.284,COP,PM003001,170600028,JOSE,DESMONTE Y MTTO BOMBA RECIR AGUA TORRE 1,B
4006737350,10047552,OIL POT RECIRCULADOR IQF SCANICO,CM,Media,Cerrada,2025-09-29T14:00:00,,2025-09-30T00:00:00,5.001408802921696,4.490208520886192,185220.02,30456.42,1667.9,8339.49,47552.66,271568.5938916397,0.0,COP,PM003001,170600028,JOSE,DRENADO ACEITE OIL POT RECIR IQF SCANICO,B
4006737349,10047551,OIL POT RECIRCULADOR TUNELES,CM,Alta,Cerrada,2025-09-27T23:00:00,,2025-09-30T00:00:00,3.630112467165951,5.110585036482119,253549.16,451855.17,20896.35,104481.75,366.67,810252.7495883858,0.0,COP,PM003001,170600028,JOSE,DRENADO ACEITE OILPOT TUNELES,A
4006793734,10048864,COMPRESOR CTO PREENFRIADO,PM,Baja,Abierta,2025-09-29T14:00:00,2025-09-30,2025-10-01T00:00:00,3.359209113583615,0.7847634492521874,33996.77,19139.31,7214.67,36073.37,1271.46,90480.91862514368,0.0,COP,PM003001,170600038,ANDRES,MTTO BASADO EN CONDICIÓN_SEMANAL,C
4006743563,10048856,COMPRESOR DE TORNILLO 5 GEA,CM,Alta,Cerrada,2025-09-30T00:00:00,,2025-10-01T00:00:00,4.069766475535256,7.82317230695969,562129.66,48686.5,59954.79,299773.95,13452.39,924042.4930612524,,COP,PM003001,170600028,SEBASTIAN,CAMBIO DE SENSOR DE TEMPERATURA,A
4006785480,10048858,COMPRESOR DE TORNILLO 3 GEA,CM,Alta,Cerrada,2025-09-30T07:00:00,,2025-10-01T00:00:00,4.549547870928493,10.4098875810279,274855.47,177687.95,41364.26,206821.3,48463.97,707828.6834283667,0.0,COP,PM003001,170600028,SEBASTIAN,Correccion de puntos calientes,A
4006785481,10048879,EVAPORADOR IQF SCANICO,CM,Media,Cerrada,2025-09-29T07:00:00,,2025-10-01T00:00:00,10.256939464870328,5.4467625849155965,59741.31,83061.57,3902.58,19512.92,18422.5,180738.30392049177,0.0,COP,PM003001,170600028,SEBASTIAN,Extractor de aspa,B
